PersonalID,FirstName,MiddleName,LastName,NameSuffix,NameDataQuality,SSN,SSNDataQuality,DOB,DOBDataQuality,AmIndAKNative,Asian,BlackAfAmerican,NativeHIOtherPacific,White,RaceNone,Ethnicity,Female,Male,GenderOther,Transgender,Questioning,GenderNone,VeteranStatus,YearEnteredService,YearSeparated,WorldWarII,KoreanWar,VietnamWar,DesertStorm,AfghanistanOEF,IraqOIF,IraqOND,OtherTheater,MilitaryBranch,DischargeStatus,DateCreated,DateUpdated,UserID,DateDeleted,ExportID
7303,First116,,Last116,,1,444486357,1,1969-04-21,1,0,0,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,2010-08-04 01:44:00,2019-03-15 00:36:00,dustin,,77ebf652741208fa9a36c52556058416
7849,First117,,Last117,,1,713345744,1,2016-06-09,1,0,0,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,2008-03-12 08:26:00,2018-05-10 06:31:00,kenisha,,77ebf652741208fa9a36c52556058416
7978,First118,,Last118,,1,,9,1958-08-08,1,0,1,0,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,2008-03-12 07:13:00,2019-03-22 21:36:00,leonel,,77ebf652741208fa9a36c52556058416
8076,First119,Alberto,Last119,,1,609492774,1,1977-05-02,1,0,0,1,0,0,,1,0,0,0,0,0,,0,,,,,,,,,,,,,2009-02-13 01:59:00,2018-11-28 01:08:00,julian,,77ebf652741208fa9a36c52556058416
8107,First120,D.,Last120,,1,775826922,1,1979-07-16,1,0,0,0,0,1,,0,0,0,0,0,0,,1,,,,,,,,,,,,,2010-03-05 01:44:00,2017-12-06 04:24:00,julian,,77ebf652741208fa9a36c52556058416
6910,First121,,Last121,,1,,99,1991-11-21,1,0,0,0,0,0,99,99,0,0,0,0,0,,0,,,,,,,,,,,,,2016-12-07 10:51:00,2016-12-07 10:50:00,verlene,,77ebf652741208fa9a36c52556058416
7084,First122,L.,Last122,,1,115521788,1,1949-11-14,1,0,0,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,2016-04-01 05:12:00,2017-05-28 21:51:00,zachery,,77ebf652741208fa9a36c52556058416
7130,First123,M.,Last123,,1,504342905,1,1968-05-16,1,0,0,0,0,1,,0,0,0,0,0,0,,0,,,,,,,,,,,,,2015-04-20 12:13:00,2016-12-22 21:45:00,laverne,,77ebf652741208fa9a36c52556058416
7131,First124,,Last124,,,,99,1980-07-14,99,0,0,0,0,0,99,99,0,0,0,0,0,,99,,,,,,,,,,,,,2015-09-10 21:38:00,2015-09-10 21:37:00,cordell,,77ebf652741208fa9a36c52556058416
7132,First125,,Last125,,,,99,1980-07-10,99,0,0,0,0,0,99,99,0,0,0,0,0,,99,,,,,,,,,,,,,2015-09-10 21:40:00,2015-09-10 21:40:00,cordell,,77ebf652741208fa9a36c52556058416
7133,First126,K.,Last126,,1,373908190,1,1951-05-12,1,0,0,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,2014-09-26 01:36:00,2017-04-25 00:10:00,edwina,,77ebf652741208fa9a36c52556058416
6787,First127,,Last127,,,,99,2002-12-20,99,0,0,0,0,0,99,99,0,0,0,0,0,,99,,,,,,,,,,,,,2015-09-10 21:37:00,2015-09-10 21:37:00,cordell,,77ebf652741208fa9a36c52556058416
6902,First128,,Last128,,99,375839945,1,1954-04-15,1,0,0,0,0,0,99,99,0,0,0,0,0,,99,,,,,,,,,,,,,2016-10-15 12:17:00,2016-10-15 12:17:00,verlene,,77ebf652741208fa9a36c52556058416
7152,First129,,Last129,,1,100660118,1,1984-03-09,2,0,0,0,0,0,99,1,0,0,0,0,0,,1,,,,,,,,,,,,,2016-01-25 11:15:00,2016-01-25 11:14:00,verlene,,77ebf652741208fa9a36c52556058416
7479,First130,R.,Last130,,1,978751521,1,2011-03-10,1,0,0,0,0,1,,0,0,0,0,0,0,,0,,,,,,,,,,,,,2008-03-12 07:44:00,2018-05-10 06:28:00,kenisha,,77ebf652741208fa9a36c52556058416
7766,First131,J.,Last131,,1,654480083,1,1959-02-09,1,0,0,0,0,1,,0,0,0,0,0,0,,0,,,,,,,,,,,,,2008-03-12 07:44:00,2018-04-23 22:31:00,donald,,77ebf652741208fa9a36c52556058416
8175,First132,,Last132,,1,949557515,1,1978-01-28,1,0,0,0,0,1,,0,0,0,0,0,0,,0,,,,,,,,,,,3,9,2009-02-22 16:52:00,2019-03-20 23:37:00,gaston,,77ebf652741208fa9a36c52556058416
9133,First133,,Last133,,1,689815849,1,1959-01-26,1,0,0,0,0,1,,0,0,0,0,0,0,,0,,,,,,,,,,,,,2017-01-11 17:09:00,2018-11-28 04:43:00,julian,,77ebf652741208fa9a36c52556058416
